county,precinct,office,district,candidate,party,election_day,mail,provisional,votes
Armstrong,South Buffalo Twp-West,AUDITOR GENERAL,,REECE SMITH,LIB,15,2,0,17
Armstrong,South Buffalo Twp-West,AUDITOR GENERAL,,BOB GOODRICH,CST,6,1,0,7
Armstrong,South Buffalo Twp-West,AUDITOR GENERAL,,ERIC K ANTON,ASP,4,0,0,4
Armstrong,South Buffalo Twp-West,AUDITOR GENERAL,,Write-ins,,0,1,0,1
Armstrong,South Buffalo Twp-West,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,South Buffalo Twp-West,STATE TREASURER,,STACY GARRITY,REP,606,127,5,738
Armstrong,South Buffalo Twp-West,STATE TREASURER,,ERIN MCCLELLAND,DEM,114,61,3,178
Armstrong,South Buffalo Twp-West,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,15,1,0,16
Armstrong,South Buffalo Twp-West,STATE TREASURER,,CHRIS FOSTER,FWD,4,2,0,6
Armstrong,South Buffalo Twp-West,STATE TREASURER,,TROY BOWMAN,CST,2,2,0,4
Armstrong,South Buffalo Twp-West,STATE TREASURER,,Write-ins,,0,1,0,1
Armstrong,South Buffalo Twp-West,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,South Buffalo Twp-West,U.S. House,15,GLENN GT THOMPSON,REP,617,127,6,750
Armstrong,South Buffalo Twp-West,U.S. House,15,ZACH WOMER,DEM,124,64,2,190
Armstrong,South Buffalo Twp-West,U.S. House,15,Write-ins,,2,1,0,3
Armstrong,South Buffalo Twp-West,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,South Buffalo Twp-West,State Senate,41,JOE PITTMAN,REP,680,150,7,837
Armstrong,South Buffalo Twp-West,State Senate,41,Write-ins,,17,4,0,21
Armstrong,South Buffalo Twp-West,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,South Buffalo Twp-West,State House,60,ABBY MAJOR,REP,688,156,7,851
Armstrong,South Buffalo Twp-West,State House,60,Write-ins,,21,6,0,27
Armstrong,South Buffalo Twp-West,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,Registered Voters,,,,,,,903
Armstrong,Sugarcreek Twp,Ballots Cast,,,,615,165,0,780
Armstrong,Sugarcreek Twp,PRESIDENT,,DONALD J TRUMP,REP,522,94,0,616
Armstrong,Sugarcreek Twp,PRESIDENT,,KAMALA D HARRIS,DEM,87,64,0,151
Armstrong,Sugarcreek Twp,PRESIDENT,,CHASE OLIVER,LIB,3,4,0,7
Armstrong,Sugarcreek Twp,PRESIDENT,,JILL STEIN,GRN,1,2,0,3
Armstrong,Sugarcreek Twp,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Sugarcreek Twp,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Sugarcreek Twp,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,U.S. SENATE,,DAVE MCCORMICK,REP,501,91,0,592
Armstrong,Sugarcreek Twp,U.S. SENATE,,ROBERT P CASEY JR,DEM,100,65,0,165
Armstrong,Sugarcreek Twp,U.S. SENATE,,JOHN C THOMAS,LIB,8,1,0,9
Armstrong,Sugarcreek Twp,U.S. SENATE,,LEILA HAZOU,GRN,3,2,0,5
Armstrong,Sugarcreek Twp,U.S. SENATE,,MARTY SELKER,CST,1,4,0,5
Armstrong,Sugarcreek Twp,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Sugarcreek Twp,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,DAVE SUNDAY,REP,501,91,0,592
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,87,55,0,142
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,7,3,0,10
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,1,6,0,7
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,4,1,0,5
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,Write-ins,,0,1,0,1
Armstrong,Sugarcreek Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,496,91,0,587
Armstrong,Sugarcreek Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,83,58,0,141
Armstrong,Sugarcreek Twp,AUDITOR GENERAL,,REECE SMITH,LIB,10,2,0,12
Armstrong,Sugarcreek Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,7,3,0,10
Armstrong,Sugarcreek Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,2,0,3
Armstrong,Sugarcreek Twp,AUDITOR GENERAL,,Write-ins,,1,0,0,1
Armstrong,Sugarcreek Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,STATE TREASURER,,STACY GARRITY,REP,506,90,0,596
Armstrong,Sugarcreek Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,79,62,0,141
Armstrong,Sugarcreek Twp,STATE TREASURER,,TROY BOWMAN,CST,7,0,0,7
Armstrong,Sugarcreek Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,4,2,0,6
Armstrong,Sugarcreek Twp,STATE TREASURER,,CHRIS FOSTER,FWD,2,1,0,3
Armstrong,Sugarcreek Twp,STATE TREASURER,,Write-ins,,0,1,0,1
Armstrong,Sugarcreek Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,U.S. House,15,GLENN GT THOMPSON,REP,507,94,0,601
Armstrong,Sugarcreek Twp,U.S. House,15,ZACH WOMER,DEM,89,63,0,152
Armstrong,Sugarcreek Twp,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Sugarcreek Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,State Senate,41,JOE PITTMAN,REP,550,121,0,671
Armstrong,Sugarcreek Twp,State Senate,41,Write-ins,,8,3,0,11
Armstrong,Sugarcreek Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Sugarcreek Twp,State House,63,JOSH BASHLINE,REP,507,91,0,598
Armstrong,Sugarcreek Twp,State House,63,PAT RITCHIE,DEM,92,64,0,156
Armstrong,Sugarcreek Twp,State House,63,Write-ins,,0,0,0,0
Armstrong,Sugarcreek Twp,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,Registered Voters,,,,,,,470
Armstrong,Valley Twp,Ballots Cast,,,,342,71,0,413
Armstrong,Valley Twp,PRESIDENT,,DONALD J TRUMP,REP,301,51,0,352
Armstrong,Valley Twp,PRESIDENT,,KAMALA D HARRIS,DEM,37,20,0,57
Armstrong,Valley Twp,PRESIDENT,,CHASE OLIVER,LIB,2,0,0,2
Armstrong,Valley Twp,PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Armstrong,Valley Twp,PRESIDENT,,Write-ins,,1,0,0,1
Armstrong,Valley Twp,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Valley Twp,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,U.S. SENATE,,DAVE MCCORMICK,REP,280,52,0,332
Armstrong,Valley Twp,U.S. SENATE,,ROBERT P CASEY JR,DEM,44,17,0,61
Armstrong,Valley Twp,U.S. SENATE,,JOHN C THOMAS,LIB,9,2,0,11
Armstrong,Valley Twp,U.S. SENATE,,LEILA HAZOU,GRN,2,0,0,2
Armstrong,Valley Twp,U.S. SENATE,,MARTY SELKER,CST,1,0,0,1
Armstrong,Valley Twp,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Valley Twp,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,ATTORNEY GENERAL,,DAVE SUNDAY,REP,278,50,0,328
Armstrong,Valley Twp,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,45,20,0,65
Armstrong,Valley Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,6,0,0,6
Armstrong,Valley Twp,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,3,1,0,4
Armstrong,Valley Twp,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,3,0,0,3
Armstrong,Valley Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,2,0,0,2
Armstrong,Valley Twp,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Valley Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,283,50,0,333
Armstrong,Valley Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,32,20,0,52
Armstrong,Valley Twp,AUDITOR GENERAL,,REECE SMITH,LIB,13,1,0,14
Armstrong,Valley Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,5,0,0,5
Armstrong,Valley Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,Valley Twp,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Valley Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,STATE TREASURER,,STACY GARRITY,REP,290,53,0,343
Armstrong,Valley Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,34,17,0,51
Armstrong,Valley Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,5,1,0,6
Armstrong,Valley Twp,STATE TREASURER,,TROY BOWMAN,CST,2,0,0,2
Armstrong,Valley Twp,STATE TREASURER,,CHRIS FOSTER,FWD,1,0,0,1
Armstrong,Valley Twp,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Valley Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,U.S. House,15,GLENN GT THOMPSON,REP,299,52,0,351
Armstrong,Valley Twp,U.S. House,15,ZACH WOMER,DEM,37,19,0,56
Armstrong,Valley Twp,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Valley Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,State Senate,41,JOE PITTMAN,REP,306,58,0,364
Armstrong,Valley Twp,State Senate,41,Write-ins,,5,1,0,6
Armstrong,Valley Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Valley Twp,State House,63,JOSH BASHLINE,REP,300,52,0,352
Armstrong,Valley Twp,State House,63,PAT RITCHIE,DEM,35,19,0,54
Armstrong,Valley Twp,State House,63,Write-ins,,0,0,0,0
Armstrong,Valley Twp,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,Registered Voters,,,,,,,647
Armstrong,Washington Twp,Ballots Cast,,,,463,88,1,552
Armstrong,Washington Twp,PRESIDENT,,DONALD J TRUMP,REP,402,45,0,447
Armstrong,Washington Twp,PRESIDENT,,KAMALA D HARRIS,DEM,57,43,1,101
Armstrong,Washington Twp,PRESIDENT,,CHASE OLIVER,LIB,2,0,0,2
Armstrong,Washington Twp,PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Armstrong,Washington Twp,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Washington Twp,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Washington Twp,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,U.S. SENATE,,DAVE MCCORMICK,REP,362,43,0,405
Armstrong,Washington Twp,U.S. SENATE,,ROBERT P CASEY JR,DEM,79,41,1,121
Armstrong,Washington Twp,U.S. SENATE,,JOHN C THOMAS,LIB,15,1,0,16
Armstrong,Washington Twp,U.S. SENATE,,LEILA HAZOU,GRN,3,1,0,4
Armstrong,Washington Twp,U.S. SENATE,,MARTY SELKER,CST,2,0,0,2
Armstrong,Washington Twp,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Washington Twp,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,ATTORNEY GENERAL,,DAVE SUNDAY,REP,367,45,0,412
Armstrong,Washington Twp,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,64,40,1,105
Armstrong,Washington Twp,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,8,0,0,8
Armstrong,Washington Twp,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,5,0,0,5
Armstrong,Washington Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,3,0,0,3
Armstrong,Washington Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,2,0,0,2
Armstrong,Washington Twp,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Washington Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,373,42,0,415
Armstrong,Washington Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,61,43,1,105
Armstrong,Washington Twp,AUDITOR GENERAL,,REECE SMITH,LIB,8,1,0,9
Armstrong,Washington Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,6,0,0,6
Armstrong,Washington Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,Washington Twp,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Washington Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,STATE TREASURER,,STACY GARRITY,REP,369,44,0,413
Armstrong,Washington Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,59,40,1,100
Armstrong,Washington Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,6,1,0,7
Armstrong,Washington Twp,STATE TREASURER,,TROY BOWMAN,CST,6,0,0,6
Armstrong,Washington Twp,STATE TREASURER,,CHRIS FOSTER,FWD,4,0,0,4
Armstrong,Washington Twp,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Washington Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,U.S. House,15,GLENN GT THOMPSON,REP,386,44,0,430
Armstrong,Washington Twp,U.S. House,15,ZACH WOMER,DEM,61,41,1,103
Armstrong,Washington Twp,U.S. House,15,Write-ins,,1,0,0,1
Armstrong,Washington Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,State Senate,41,JOE PITTMAN,REP,415,61,1,477
Armstrong,Washington Twp,State Senate,41,Write-ins,,7,3,0,10
Armstrong,Washington Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Washington Twp,State House,63,JOSH BASHLINE,REP,376,46,0,422
Armstrong,Washington Twp,State House,63,PAT RITCHIE,DEM,71,39,1,111
Armstrong,Washington Twp,State House,63,Write-ins,,1,0,0,1
Armstrong,Washington Twp,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,Registered Voters,,,,,,,698
Armstrong,Wayne Twp,Ballots Cast,,,,475,131,0,606
Armstrong,Wayne Twp,PRESIDENT,,DONALD J TRUMP,REP,443,86,0,529
Armstrong,Wayne Twp,PRESIDENT,,KAMALA D HARRIS,DEM,30,42,0,72
Armstrong,Wayne Twp,PRESIDENT,,CHASE OLIVER,LIB,1,0,0,1
Armstrong,Wayne Twp,PRESIDENT,,JILL STEIN,GRN,0,1,0,1
Armstrong,Wayne Twp,PRESIDENT,,Write-ins,,1,2,0,3
Armstrong,Wayne Twp,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Wayne Twp,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,U.S. SENATE,,DAVE MCCORMICK,REP,425,90,0,515
Armstrong,Wayne Twp,U.S. SENATE,,ROBERT P CASEY JR,DEM,38,40,0,78
Armstrong,Wayne Twp,U.S. SENATE,,JOHN C THOMAS,LIB,7,0,0,7
Armstrong,Wayne Twp,U.S. SENATE,,LEILA HAZOU,GRN,1,0,0,1
Armstrong,Wayne Twp,U.S. SENATE,,MARTY SELKER,CST,1,0,0,1
Armstrong,Wayne Twp,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Wayne Twp,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,ATTORNEY GENERAL,,DAVE SUNDAY,REP,435,92,0,527
Armstrong,Wayne Twp,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,27,37,0,64
Armstrong,Wayne Twp,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,4,0,0,4
Armstrong,Wayne Twp,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,0,0,2
Armstrong,Wayne Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,0,0,2
Armstrong,Wayne Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Wayne Twp,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Wayne Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,430,93,0,523
Armstrong,Wayne Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,28,36,0,64
Armstrong,Wayne Twp,AUDITOR GENERAL,,REECE SMITH,LIB,4,0,0,4
Armstrong,Wayne Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,4,0,0,4
Armstrong,Wayne Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,0,0,2
Armstrong,Wayne Twp,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Wayne Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,STATE TREASURER,,STACY GARRITY,REP,423,93,0,516
Armstrong,Wayne Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,31,37,0,68
Armstrong,Wayne Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,8,0,0,8
Armstrong,Wayne Twp,STATE TREASURER,,TROY BOWMAN,CST,2,0,0,2
Armstrong,Wayne Twp,STATE TREASURER,,CHRIS FOSTER,FWD,1,0,0,1
Armstrong,Wayne Twp,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Wayne Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,U.S. House,15,GLENN GT THOMPSON,REP,444,93,0,537
Armstrong,Wayne Twp,U.S. House,15,ZACH WOMER,DEM,22,37,0,59
Armstrong,Wayne Twp,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Wayne Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,State Senate,41,JOE PITTMAN,REP,446,112,0,558
Armstrong,Wayne Twp,State Senate,41,Write-ins,,3,6,0,9
Armstrong,Wayne Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Wayne Twp,State House,63,JOSH BASHLINE,REP,445,93,0,538
Armstrong,Wayne Twp,State House,63,PAT RITCHIE,DEM,22,38,0,60
Armstrong,Wayne Twp,State House,63,Write-ins,,0,0,0,0
Armstrong,Wayne Twp,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,Registered Voters,,,,,,,1308
Armstrong,West Franklin Twp,Ballots Cast,,,,870,267,0,1137
Armstrong,West Franklin Twp,PRESIDENT,,DONALD J TRUMP,REP,733,174,0,907
Armstrong,West Franklin Twp,PRESIDENT,,KAMALA D HARRIS,DEM,124,91,0,215
Armstrong,West Franklin Twp,PRESIDENT,,CHASE OLIVER,LIB,8,1,0,9
Armstrong,West Franklin Twp,PRESIDENT,,JILL STEIN,GRN,2,0,0,2
Armstrong,West Franklin Twp,PRESIDENT,,Write-ins,,1,0,0,1
Armstrong,West Franklin Twp,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,West Franklin Twp,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,U.S. SENATE,,DAVE MCCORMICK,REP,714,171,0,885
Armstrong,West Franklin Twp,U.S. SENATE,,ROBERT P CASEY JR,DEM,137,90,0,227
Armstrong,West Franklin Twp,U.S. SENATE,,JOHN C THOMAS,LIB,14,4,0,18
Armstrong,West Franklin Twp,U.S. SENATE,,LEILA HAZOU,GRN,3,2,0,5
Armstrong,West Franklin Twp,U.S. SENATE,,MARTY SELKER,CST,2,0,0,2
Armstrong,West Franklin Twp,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,West Franklin Twp,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,DAVE SUNDAY,REP,699,176,0,875
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,130,84,0,214
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,10,1,0,11
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,7,1,0,8
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,7,1,0,8
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,1,0,1
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,West Franklin Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,692,177,0,869
Armstrong,West Franklin Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,132,82,0,214
Armstrong,West Franklin Twp,AUDITOR GENERAL,,REECE SMITH,LIB,14,1,0,15
Armstrong,West Franklin Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,12,0,0,12
Armstrong,West Franklin Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,West Franklin Twp,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,West Franklin Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,STATE TREASURER,,STACY GARRITY,REP,705,171,0,876
Armstrong,West Franklin Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,124,86,0,210
Armstrong,West Franklin Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,7,4,0,11
Armstrong,West Franklin Twp,STATE TREASURER,,TROY BOWMAN,CST,9,0,0,9
Armstrong,West Franklin Twp,STATE TREASURER,,CHRIS FOSTER,FWD,1,0,0,1
Armstrong,West Franklin Twp,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,West Franklin Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,U.S. House,15,GLENN GT THOMPSON,REP,715,173,0,888
Armstrong,West Franklin Twp,U.S. House,15,ZACH WOMER,DEM,123,85,0,208
Armstrong,West Franklin Twp,U.S. House,15,Write-ins,,1,0,0,1
Armstrong,West Franklin Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,State Senate,41,JOE PITTMAN,REP,772,204,0,976
Armstrong,West Franklin Twp,State Senate,41,Write-ins,,21,3,0,24
Armstrong,West Franklin Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,West Franklin Twp,State House,63,JOSH BASHLINE,REP,707,172,0,879
Armstrong,West Franklin Twp,State House,63,PAT RITCHIE,DEM,138,87,0,225
Armstrong,West Franklin Twp,State House,63,Write-ins,,0,0,0,0
Armstrong,West Franklin Twp,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,West Kittanning Boro,Registered Voters,,,,,,,881
Armstrong,West Kittanning Boro,Ballots Cast,,,,579,162,4,745
Armstrong,West Kittanning Boro,PRESIDENT,,DONALD J TRUMP,REP,439,108,2,549
Armstrong,West Kittanning Boro,PRESIDENT,,KAMALA D HARRIS,DEM,137,50,2,189
Armstrong,West Kittanning Boro,PRESIDENT,,CHASE OLIVER,LIB,2,1,0,3
Armstrong,West Kittanning Boro,PRESIDENT,,JILL STEIN,GRN,0,1,0,1
Armstrong,West Kittanning Boro,PRESIDENT,,Write-ins,,1,1,0,2
Armstrong,West Kittanning Boro,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,West Kittanning Boro,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,West Kittanning Boro,U.S. SENATE,,DAVE MCCORMICK,REP,408,102,2,512
Armstrong,West Kittanning Boro,U.S. SENATE,,ROBERT P CASEY JR,DEM,152,53,2,207
Armstrong,West Kittanning Boro,U.S. SENATE,,JOHN C THOMAS,LIB,7,4,0,11
Armstrong,West Kittanning Boro,U.S. SENATE,,MARTY SELKER,CST,2,0,0,2
Armstrong,West Kittanning Boro,U.S. SENATE,,LEILA HAZOU,GRN,0,0,0,0
Armstrong,West Kittanning Boro,U.S. SENATE,,Write-ins,,1,0,0,1
Armstrong,West Kittanning Boro,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,DAVE SUNDAY,REP,406,113,2,521
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,146,47,2,195
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,6,1,0,7
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,4,0,0,4
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,0,0,0,0
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,West Kittanning Boro,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,West Kittanning Boro,AUDITOR GENERAL,,TIM DEFOOR,REP,413,115,2,530
Armstrong,West Kittanning Boro,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,131,44,2,177
Armstrong,West Kittanning Boro,AUDITOR GENERAL,,REECE SMITH,LIB,8,1,0,9
Armstrong,West Kittanning Boro,AUDITOR GENERAL,,BOB GOODRICH,CST,6,0,0,6
Armstrong,West Kittanning Boro,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,0,0,2
Armstrong,West Kittanning Boro,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,West Kittanning Boro,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,West Kittanning Boro,STATE TREASURER,,STACY GARRITY,REP,412,109,2,523
Armstrong,West Kittanning Boro,STATE TREASURER,,ERIN MCCLELLAND,DEM,133,51,2,186
Armstrong,West Kittanning Boro,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,6,0,0,6
Armstrong,West Kittanning Boro,STATE TREASURER,,TROY BOWMAN,CST,6,0,0,6
Armstrong,West Kittanning Boro,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,West Kittanning Boro,STATE TREASURER,,Write-ins,,0,1,0,1
Armstrong,West Kittanning Boro,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,West Kittanning Boro,U.S. House,15,GLENN GT THOMPSON,REP,437,116,2,555
Armstrong,West Kittanning Boro,U.S. House,15,ZACH WOMER,DEM,121,44,2,167
Armstrong,West Kittanning Boro,U.S. House,15,Write-ins,,1,1,0,2
