county,precinct,office,district,party,candidate,votes,mail
Northumberland,Watsontown Borough 2,Ballots Cast,,,,664,129
Northumberland,Watsontown Borough 2,Ballots Cast - Blank,,,,0,0
Northumberland,Watsontown Borough 2,President,,DEM,Joseph R. Biden,240,89
Northumberland,Watsontown Borough 2,President,,REP,Donald J. Trump,425,39
Northumberland,Watsontown Borough 2,President,,LIB,Jo Jorgensen,15,1
Northumberland,Watsontown Borough 2,President,,,Write-ins,1,0
Northumberland,Watsontown Borough 2,Attorney General,,DEM,JOSH SHAPIRO,235,88
Northumberland,Watsontown Borough 2,Attorney General,,REP,HEATHER HEIDELBAUGH,395,33
Northumberland,Watsontown Borough 2,Attorney General,,LIB,DANIEL WASSMER,13,0
Northumberland,Watsontown Borough 2,Attorney General,,GRN,RICHARD L WEISS,6,2
Northumberland,Watsontown Borough 2,Attorney General,,,Write-ins,0,0
Northumberland,Watsontown Borough 2,Auditor General,,DEM,NINA AHMAD,201,83
Northumberland,Watsontown Borough 2,Auditor General,,REP,TIMOTHY DEFOOR,420,40
Northumberland,Watsontown Borough 2,Auditor General,,LIB,JENNIFER MOORE,28,1
Northumberland,Watsontown Borough 2,Auditor General,,GRN,OLIVIA FAISON,3,1
Northumberland,Watsontown Borough 2,Auditor General,,,Write-ins,0,0
Northumberland,Watsontown Borough 2,State Treasurer,,DEM,JOE TORSELLA,206,82
Northumberland,Watsontown Borough 2,State Treasurer,,REP,STACY L GARRITY,417,41
Northumberland,Watsontown Borough 2,State Treasurer,,LIB,JOE SOLOSKI,23,1
Northumberland,Watsontown Borough 2,State Treasurer,,GRN,TIMOTHY RUNKLE,4,1
Northumberland,Watsontown Borough 2,State Treasurer,,,Write-ins,0,0
Northumberland,Watsontown Borough 2,U.S. House,12,DEM,LEE GRIFFIN,205,78
Northumberland,Watsontown Borough 2,U.S. House,12,REP,FRED KELLER,445,47
Northumberland,Watsontown Borough 2,U.S. House,12,,Write-ins,0,0
Northumberland,Watsontown Borough 2,State Senate,27,DEM,MICHELLE SIEGEL,207,80
Northumberland,Watsontown Borough 2,State Senate,27,REP,JOHN R GORDNER,441,43
Northumberland,Watsontown Borough 2,State Senate,27,,Write-ins,0,0
Northumberland,Watsontown Borough 2,State House,108,REP,LYNDA J SCHLEGEL CULVER,590,101
Northumberland,Watsontown Borough 2,State House,108,,Write-ins,15,2
Northumberland,West Chillisquaque Township,Registered Voters,,,,1609,
Northumberland,West Chillisquaque Township,Ballots Cast,,,,1169,278
Northumberland,West Chillisquaque Township,Ballots Cast - Blank,,,,0,0
Northumberland,West Chillisquaque Township,President,,DEM,Joseph R. Biden,287,175
Northumberland,West Chillisquaque Township,President,,REP,Donald J. Trump,858,99
Northumberland,West Chillisquaque Township,President,,LIB,Jo Jorgensen,21,4
Northumberland,West Chillisquaque Township,President,,,Write-ins,2,0
Northumberland,West Chillisquaque Township,Attorney General,,DEM,JOSH SHAPIRO,323,170
Northumberland,West Chillisquaque Township,Attorney General,,REP,HEATHER HEIDELBAUGH,795,100
Northumberland,West Chillisquaque Township,Attorney General,,LIB,DANIEL WASSMER,20,2
Northumberland,West Chillisquaque Township,Attorney General,,GRN,RICHARD L WEISS,14,1
Northumberland,West Chillisquaque Township,Attorney General,,,Write-ins,0,0
Northumberland,West Chillisquaque Township,Auditor General,,DEM,NINA AHMAD,265,151
Northumberland,West Chillisquaque Township,Auditor General,,REP,TIMOTHY DEFOOR,836,108
Northumberland,West Chillisquaque Township,Auditor General,,LIB,JENNIFER MOORE,36,9
Northumberland,West Chillisquaque Township,Auditor General,,GRN,OLIVIA FAISON,9,2
Northumberland,West Chillisquaque Township,Auditor General,,,Write-ins,0,0
Northumberland,West Chillisquaque Township,State Treasurer,,DEM,JOE TORSELLA,266,157
Northumberland,West Chillisquaque Township,State Treasurer,,REP,STACY L GARRITY,836,108
Northumberland,West Chillisquaque Township,State Treasurer,,LIB,JOE SOLOSKI,26,3
Northumberland,West Chillisquaque Township,State Treasurer,,GRN,TIMOTHY RUNKLE,16,3
Northumberland,West Chillisquaque Township,State Treasurer,,,Write-ins,0,0
Northumberland,West Chillisquaque Township,U.S. House,12,DEM,LEE GRIFFIN,254,156
Northumberland,West Chillisquaque Township,U.S. House,12,REP,FRED KELLER,903,118
Northumberland,West Chillisquaque Township,U.S. House,12,,Write-ins,1,0
Northumberland,West Chillisquaque Township,State Senate,27,DEM,MICHELLE SIEGEL,254,147
Northumberland,West Chillisquaque Township,State Senate,27,REP,JOHN R GORDNER,900,126
Northumberland,West Chillisquaque Township,State Senate,27,,Write-ins,0,0
Northumberland,West Chillisquaque Township,State House,108,REP,LYNDA J SCHLEGEL CULVER,1063,213
Northumberland,West Chillisquaque Township,State House,108,,Write-ins,24,9
